날짜,3.22,3.23,3.25,3.26,3.27,3.28,3.29,3.30,4.1,4.2,4.3,4.4,4.5,4.6,4.8,4.9,4.10,4.11,4.12,4.13,4.15,4.16,4.17,4.18,4.19,4.20,4.22,4.23,4.24,4.25,4.26,4.27,4.29,4.30,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.9,5.10.1,5.10.2,5.11.1,5.11.2,5.13,5.14,5.15,5.16,5.17.1,5.17.2,5.18,5.20,5.21,5.22,5.23,5.24,5.25,5.27,5.28,5.29,5.30,5.31,6.1,6.3,6.4,6.5,6.6,6.7,6.8,6.10,6.11,6.12,6.13,6.14,6.15,6.17,6.18,6.19,6.20,6.21,6.22,6.24,6.25,6.26,6.27,6.28,6.29,7.1,7.2,7.3,7.4,7.5,7.6,7.8,7.9,7.10,7.17,7.18,7.19,7.20,7.22,7.23,7.24,7.25,7.26,7.27,7.29,7.30,7.31,8.1,8.2,8.3,8.5,8.6,8.7,8.8,8.9,8.10,8.12,8.13,8.14,8.15,8.16,8.17,8.19,8.20,8.21,8.22,8.23,8.24,8.26,8.27,8.28,8.29,8.30,8.31,9.2,9.3,9.4,9.5,9.6,9.7,9.9,9.10,9.11,9.12,9.13,9.14,9.16,9.17,9.18,9.19,9.20,9.21,9.23,9.24,9.25,9.26,9.27,9.28,9.30
키움,-1,-1,-1,1,1,1,1,-1,,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,,-1,,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,0,-1,-1,,-1,-1,-1,1,-1,,,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,,,,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,1,-1,-1,1,-1,,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,,-1,,,1,,1,,-1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
날짜,3.22,3.23,3.25,3.26,3.27,3.28,3.29,3.30,4.1,4.2,4.3,4.4,4.5,4.6,4.8,4.9,4.10,4.11,4.12,4.13,4.15,4.16,4.17,4.18,4.19,4.20,4.22,4.23,4.24,4.25,4.26,4.27,4.29,4.30,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.9,5.10.1,5.10.2,5.11.1,5.11.2,5.13,5.14,5.15,5.16,5.17.1,5.17.2,5.18,5.20,5.21,5.22,5.23,5.24,5.25,5.27,5.28,5.29,5.30,5.31,6.1,6.3,6.4,6.5,6.6,6.7,6.8,6.10,6.11,6.12,6.13,6.14,6.15,6.17,6.18,6.19,6.20,6.21,6.22,6.24,6.25,6.26,6.27,6.28,6.29,7.1,7.2,7.3,7.4,7.5,7.6,7.8,7.9,7.10,7.17,7.18,7.19,7.20,7.22,7.23,7.24,7.25,7.26,7.27,7.29,7.30,7.31,8.1,8.2,8.3,8.5,8.6,8.7,8.8,8.9,8.10,8.12,8.13,8.14,8.15,8.16,8.17,8.19,8.20,8.21,8.22,8.23,8.24,8.26,8.27,8.28,8.29,8.30,8.31,9.2,9.3,9.4,9.5,9.6,9.7,9.9,9.10,9.11,9.12,9.13,9.14,9.16,9.17,9.18,9.19,9.20,9.21,9.23,9.24,9.25,9.26,9.27,9.28,9.30
KIA,1,0,1,0,-1,-2,-3,-2,-2,-3,-2,-3,-3,-4,-3,-2,-3,-4,-4,-3,-2,-3,-2,-3,-2,-1,-1,-2,-3,-4,-3,-2,-1,-2,-2,-3,-3,-4,-3,-2,-3,-3,-3,-2,-3,-4,-3,-4,-3,-3,-2,-1,0,-1,-2,-1,0,-1,-2,-1,0,0,-1,-2,-1,0,1,0,1,0,1,0,1,0,-1,0,1,2,3,4,4,4,5,4,5,5,4,5,6,7,6,7,8,9,8,7,6,5,5,5,5,6,5,4,3,2,1,0,-1,-1,0,1,1,1,2,1,2,1,1,0,1,2,3,2,1,0,1,0,-1,-2,-3,-4,-5,-4,-3,-2,-3,-4,-5,-6,-6,-6,-5,-6,-6,-5,-6,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
삼성,1,2,3,2,1,0,1,2,2,3,2,3,2,3,4,3,4,3,3,2,1,0,1,0,1,0,0,1,2,3,4,5,6,6,5,6,5,4,3,2,1,1,0,-1,-2,-2,-1,-2,-1,-1,-2,-3,-4,-3,-2,-1,-2,-1,0,1,1,2,3,4,5,4,3,4,5,4,5,6,5,6,6,5,4,5,6,5,4,4,3,3,4,3,2,1,0,1,0,1,2,3,2,1,0,-1,-1,-1,-1,0,1,2,1,0,1,0,1,0,-1,-2,-3,-4,-3,-4,-3,-2,-3,-4,-5,-6,-7,-6,-5,-5,-4,-3,-4,-3,-2,-1,0,1,0,1,2,3,3,2,2,3,2,3,3,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LG,1,2,3,4,5,6,7,7,7,6,7,8,8,9,10,9,10,11,12,11,12,13,12,13,14,13,12,13,12,13,12,11,10,9,9,8,9,10,9,10,9,9,10,11,12,12,13,14,15,15,14,13,14,15,15,14,15,14,15,16,15,16,15,14,13,14,13,14,13,12,13,12,13,14,14,14,13,12,13,12,12,11,12,11,11,12,13,12,11,12,11,10,9,8,9,10,11,10,10,11,10,11,12,13,14,15,16,15,16,17,18,19,20,21,22,21,22,23,24,23,24,24,24,25,24,25,26,27,27,28,29,30,29,30,31,30,31,30,31,31,32,32,32,31,30,31,30,30,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30
두산,-1,-2,-3,-2,-3,-2,-3,-4,-4,-3,-2,-1,-2,-1,0,-1,-2,-3,-4,-3,-3,-3,-3,-2,-3,-4,-5,-4,-3,-4,-5,-4,-5,-6,-6,-7,-6,-5,-4,-5,-4,-4,-4,-4,-5,-6,-5,-4,-3,-3,-4,-5,-6,-7,-8,-7,-7,-8,-7,-8,-7,-8,-7,-8,-9,-10,-11,-10,-9,-10,-11,-12,-13,-14,-14,-13,-12,-13,-14,-13,-13,-12,-13,-12,-12,-13,-14,-15,-14,-15,-14,-15,-16,-15,-14,-13,-14,-13,-13,-13,-12,-11,-12,-11,-11,-12,-13,-12,-11,-11,-12,-13,-12,-13,-14,-13,-14,-13,-12,-13,-14,-14,-13,-12,-11,-10,-9,-8,-7,-8,-9,-10,-11,-12,-11,-10,-10,-11,-11,-11,-10,-9,-9,-9,-10,-11,-11,-12,-13,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14
KT,-1,0,1,0,1,2,1,1,1,2,1,0,0,-1,0,1,0,1,1,2,1,2,1,0,1,2,3,2,1,2,1,0,1,2,2,1,2,3,2,1,0,0,0,-1,-2,-2,-3,-2,-3,-3,-2,-1,-2,-1,0,-1,0,1,2,3,2,3,4,5,4,3,2,3,4,5,4,5,4,3,3,4,5,4,3,2,2,3,2,3,3,2,3,4,3,2,3,4,5,4,3,2,3,4,4,3,2,1,2,3,4,5,4,5,4,3,2,1,0,0,1,0,1,0,1,2,1,1,1,0,-1,0,1,0,-1,0,1,2,1,2,1,0,1,2,1,2,1,1,1,1,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SSG,1,2,1,2,3,2,1,2,2,2,2,3,3,4,3,4,3,4,4,3,2,1,0,-1,-2,-1,-2,-1,0,1,0,-1,-2,-2,-1,0,-1,-2,-1,-2,-3,-3,-3,-4,-3,-2,-1,-2,-1,-1,-2,-1,0,1,2,1,0,1,0,0,1,2,1,2,3,4,5,4,3,2,3,4,3,2,2,1,2,3,2,3,3,3,2,1,1,2,3,2,3,2,3,2,3,4,3,4,3,2,2,2,1,0,-1,-2,-1,-2,-1,0,1,1,2,3,2,3,2,3,2,3,3,4,5,5,4,3,4,3,2,3,4,5,4,3,4,3,2,3,2,3,4,5,5,6,6,7,7,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
롯데,-1,-2,-1,-2,-3,-4,-3,-3,-3,-2,-1,-2,-1,-2,-3,-4,-3,-2,-1,-2,-1,0,1,2,1,2,2,1,2,3,4,3,4,5,6,7,6,5,4,5,6,6,6,7,8,8,7,8,7,7,8,9,10,9,9,10,9,10,9,8,8,7,8,7,6,7,6,5,4,5,6,5,6,7,7,8,7,6,7,8,9,9,10,10,9,10,9,8,9,8,9,10,9,8,9,8,9,8,8,7,8,7,6,7,8,9,10,11,12,11,12,11,12,13,12,13,12,11,11,10,9,8,7,6,5,5,4,3,3,2,1,2,3,2,3,2,2,3,2,1,1,0,0,0,-1,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
한화,1,0,-1,-2,-3,-2,-1,-2,-2,-3,-4,-5,-4,-5,-6,-5,-4,-3,-4,-3,-2,-1,0,1,2,3,3,4,3,2,3,4,5,6,6,7,7,8,9,10,11,12,13,13,14,14,13,12,11,11,12,11,10,11,10,9,10,9,10,9,10,9,10,11,10,11,12,11,10,11,10,11,12,13,13,13,14,15,14,13,13,13,14,14,13,14,13,14,13,14,13,13,14,15,16,17,18,19,19,20,21,22,23,22,22,23,22,21,20,21,22,21,21,21,20,21,20,19,18,19,20,21,22,23,22,21,20,19,18,17,18,19,20,21,22,21,20,19,20,21,21,21,22,21,22,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23
NC,-1,0,-1,0,1,0,-1,-1,-1,-1,-1,-2,-1,0,-1,-2,-1,-2,-3,-2,-2,-2,-2,-3,-4,-5,-4,-5,-4,-5,-6,-7,-8,-7,-7,-8,-7,-6,-5,-4,-3,-3,-3,-3,-2,-1,-2,-1,-2,-2,-1,-2,-1,-2,-1,0,0,1,0,0,-1,-2,-3,-4,-3,-4,-3,-4,-5,-4,-5,-5,-4,-3,-2,-3,-4,-3,-4,-3,-3,-4,-3,-3,-2,-3,-2,-1,-2,-3,-2,-2,-3,-4,-3,-2,-1,0,0,0,0,-1,-2,-3,-4,-3,-2,-1,-2,-1,-2,-1,0,0,-1,-2,-3,-2,-2,-1,0,0,-1,-2,-1,0,-1,-2,-1,0,1,0,1,0,-1,-2,-1,-2,-1,-2,-3,-4,-5,-4,-4,-3,-4,-4,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
키움,-1,-2,-3,-2,-1,0,1,0,0,-1,-2,-1,-2,-3,-4,-3,-4,-5,-4,-5,-6,-7,-8,-7,-8,-9,-8,-9,-10,-11,-10,-9,-10,-11,-12,-11,-12,-13,-14,-15,-14,-15,-16,-16,-17,-17,-18,-19,-20,-20,-21,-20,-21,-22,-23,-24,-25,-26,-27,-28,-29,-29,-30,-29,-28,-29,-28,-27,-26,-25,-26,-26,-27,-28,-28,-29,-30,-31,-30,-31,-31,-31,-32,-31,-32,-32,-31,-30,-29,-28,-29,-30,-31,-32,-33,-34,-35,-34,-34,-34,-34,-35,-34,-35,-36,-37,-38,-39,-40,-40,-41,-40,-41,-42,-41,-40,-39,-40,-41,-40,-41,-41,-40,-39,-38,-39,-40,-39,-38,-39,-40,-41,-42,-43,-44,-43,-44,-43,-44,-43,-43,-44,-44,-44,-43,-43,-42,-42,-43,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIA,1.000,0.500,0.667,0.500,0.400,0.333,0.286,0.375,0.375,0.333,0.400,0.364,0.364,0.333,0.385,0.429,0.400,0.375,0.375,0.412,0.444,0.421,0.450,0.429,0.455,0.478,0.478,0.458,0.440,0.423,0.444,0.464,0.483,0.467,0.467,0.452,0.452,0.438,0.455,0.471,0.457,0.457,0.457,,0.459,,0.462,0.450,0.463,0.463,0.476,,0.500,0.489,0.478,0.489,0.500,0.490,0.480,0.490,0.500,0.500,0.491,0.481,0.491,0.500,0.509,0.500,0.508,0.500,0.508,0.500,0.508,0.500,0.492,0.500,0.507,0.515,0.522,0.529,0.529,0.529,0.535,0.528,0.534,0.534,0.527,0.533,0.539,0.545,0.538,0.544,0.550,0.556,0.549,0.542,0.536,0.529,0.529,0.529,0.529,0.535,0.529,0.523,0.517,0.511,0.505,0.500,0.495,0.495,0.500,0.505,0.505,0.505,0.510,0.505,0.510,0.505,0.505,0.500,0.505,0.510,0.515,0.510,0.505,0.500,0.505,0.500,0.495,0.491,0.486,0.482,0.478,0.482,0.487,0.491,0.487,0.483,0.479,0.475,0.475,0.475,0.479,0.475,0.475,0.480,0.476,0.480,0.484,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480,0.480
삼성,1.000,1.000,1.000,0.750,0.600,0.500,0.571,0.625,0.625,0.667,0.600,0.636,0.583,0.615,0.643,0.600,0.625,0.588,0.588,0.556,0.526,0.500,0.524,0.500,0.522,0.500,0.500,0.520,0.538,0.556,0.571,0.586,0.600,0.600,0.581,0.594,0.576,0.559,0.543,0.528,0.514,0.514,0.500,,0.475,,0.488,0.476,0.488,0.488,0.477,,0.457,0.468,0.479,0.490,0.480,0.490,0.500,0.509,0.509,0.519,0.527,0.536,0.544,0.534,0.525,0.533,0.541,0.532,0.540,0.547,0.538,0.545,0.545,0.537,0.529,0.536,0.543,0.535,0.528,0.528,0.521,0.521,0.527,0.520,0.513,0.506,0.500,0.506,0.500,0.506,0.512,0.518,0.512,0.506,0.500,0.494,0.494,0.494,0.494,0.500,0.506,0.511,0.505,0.500,0.505,0.500,0.505,0.500,0.495,0.490,0.485,0.480,0.485,0.480,0.485,0.490,0.486,0.481,0.477,0.472,0.468,0.473,0.477,0.477,0.482,0.487,0.482,0.487,0.491,0.496,0.500,0.504,0.500,0.504,0.508,0.512,0.512,0.508,0.508,0.512,0.508,0.512,0.512,0.508,0.504,0.504,0.500,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504
LG,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.875,0.889,0.900,0.900,0.909,0.917,0.846,0.857,0.867,0.875,0.824,0.833,0.842,0.800,0.810,0.818,0.783,0.750,0.760,0.731,0.741,0.714,0.690,0.667,0.645,0.645,0.625,0.636,0.647,0.629,0.639,0.622,0.622,0.632,,0.650,,0.659,0.667,0.674,0.674,0.659,,0.652,0.660,0.660,0.646,0.653,0.640,0.647,0.654,0.642,0.648,0.636,0.625,0.614,0.621,0.610,0.617,0.607,0.597,0.603,0.594,0.600,0.606,0.606,0.606,0.597,0.588,0.594,0.586,0.586,0.577,0.583,0.575,0.575,0.581,0.587,0.579,0.571,0.577,0.570,0.563,0.556,0.549,0.554,0.560,0.565,0.558,0.558,0.563,0.557,0.562,0.567,0.571,0.576,0.581,0.585,0.579,0.583,0.588,0.592,0.596,0.600,0.604,0.608,0.602,0.606,0.610,0.613,0.607,0.611,0.611,0.611,0.615,0.609,0.613,0.616,0.619,0.619,0.623,0.626,0.629,0.624,0.627,0.630,0.625,0.628,0.623,0.626,0.626,0.629,0.629,0.629,0.624,0.619,0.622,0.617,0.617,0.612,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
두산,0.000,0.000,0.000,0.250,0.200,0.333,0.286,0.250,0.250,0.333,0.400,0.455,0.417,0.462,0.500,0.467,0.438,0.412,0.389,0.421,0.421,0.421,0.421,0.450,0.429,0.409,0.391,0.417,0.440,0.423,0.407,0.429,0.414,0.400,0.400,0.387,0.406,0.424,0.441,0.429,0.444,0.444,0.444,,0.432,,0.436,0.450,0.463,0.463,0.452,,0.432,0.422,0.413,0.426,0.426,0.417,0.429,0.420,0.431,0.423,0.434,0.426,0.418,0.411,0.404,0.414,0.424,0.417,0.410,0.403,0.397,0.391,0.391,0.400,0.409,0.403,0.397,0.406,0.406,0.414,0.408,0.417,0.417,0.411,0.405,0.400,0.408,0.403,0.410,0.405,0.400,0.407,0.415,0.422,0.417,0.424,0.424,0.424,0.430,0.437,0.432,0.438,0.438,0.433,0.429,0.435,0.441,0.441,0.436,0.432,0.438,0.433,0.429,0.434,0.430,0.436,0.441,0.437,0.433,0.433,0.438,0.443,0.449,0.454,0.459,0.464,0.468,0.464,0.460,0.456,0.452,0.448,0.453,0.458,0.458,0.454,0.454,0.454,0.458,0.463,0.463,0.463,0.459,0.455,0.455,0.452,0.448,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444
KT,0.000,0.500,0.667,0.500,0.600,0.667,0.571,0.571,0.571,0.625,0.556,0.500,0.500,0.455,0.500,0.538,0.500,0.533,0.533,0.563,0.529,0.556,0.526,0.500,0.524,0.545,0.565,0.542,0.520,0.538,0.519,0.500,0.517,0.533,0.533,0.516,0.531,0.545,0.529,0.514,0.500,0.500,0.500,,0.474,,0.462,0.475,0.463,0.463,0.476,,0.477,0.489,0.500,0.489,0.500,0.510,0.520,0.529,0.519,0.528,0.537,0.545,0.536,0.526,0.517,0.525,0.533,0.541,0.532,0.540,0.531,0.523,0.523,0.530,0.537,0.529,0.522,0.514,0.514,0.521,0.514,0.521,0.521,0.514,0.520,0.526,0.519,0.513,0.519,0.525,0.531,0.524,0.518,0.512,0.518,0.523,0.523,0.517,0.511,0.506,0.511,0.516,0.522,0.527,0.521,0.526,0.521,0.515,0.510,0.505,0.500,0.500,0.505,0.500,0.505,0.500,0.505,0.509,0.505,0.505,0.505,0.500,0.495,0.500,0.505,0.500,0.496,0.500,0.504,0.509,0.504,0.508,0.504,0.500,0.504,0.508,0.504,0.508,0.504,0.504,0.504,0.504,0.508,0.508,0.512,0.512,0.516,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512
SSG,1.000,1.000,0.667,0.750,0.800,0.667,0.571,0.625,0.625,0.625,0.625,0.667,0.667,0.700,0.636,0.667,0.615,0.643,0.643,0.600,0.563,0.529,0.500,0.474,0.450,0.476,0.455,0.478,0.500,0.520,0.500,0.481,0.464,0.464,0.483,0.500,0.484,0.469,0.485,0.471,0.457,0.457,0.457,,0.459,,0.487,0.475,0.488,0.488,0.476,,0.500,0.511,0.522,0.511,0.500,0.510,0.500,0.500,0.510,0.519,0.509,0.519,0.527,0.536,0.544,0.534,0.525,0.517,0.525,0.532,0.524,0.516,0.516,0.508,0.515,0.522,0.515,0.522,0.522,0.522,0.514,0.507,0.507,0.514,0.521,0.514,0.520,0.513,0.519,0.513,0.519,0.525,0.519,0.524,0.518,0.512,0.512,0.512,0.506,0.500,0.494,0.489,0.494,0.489,0.495,0.500,0.505,0.505,0.511,0.516,0.510,0.515,0.510,0.515,0.510,0.515,0.515,0.520,0.524,0.524,0.519,0.514,0.519,0.514,0.509,0.514,0.518,0.523,0.518,0.513,0.518,0.513,0.509,0.513,0.508,0.513,0.517,0.521,0.521,0.525,0.525,0.528,0.528,0.524,0.528,0.528,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524
